Date,P10_Production_bbl,P10_Revenue_USD,P10_Cumulative_Revenue_USD,P50_Production_bbl,P50_Revenue_USD,P50_Cumulative_Revenue_USD,P90_Production_bbl,P90_Revenue_USD,P90_Cumulative_Revenue_USD
2036-08-01,59955.95372248788,3760437.41747444,3458079441.1204467,36402.87342400709,2283188.221153725,2696477403.6961074,21261.628971275903,1333529.3690784245,2129100801.7207892
2036-09-01,59557.47390516802,3735444.7633321383,3461814885.883779,36151.2961814775,2267409.2965022684,2698744812.9926095,21095.924499189186,1323136.3845891457,2130423938.1053784
2036-10-01,59187.48856551496,3712239.2828290984,3465527125.1666083,35887.068472220635,2250836.9345776783,2700995649.927187,20938.43561680879,1313258.6818862474,2131737196.7872646
2036-11-01,58851.79170213919,3691184.37555817,3469218309.5421667,35650.85366440939,2236021.541831757,2703231671.469019,20779.756364971414,1303306.319211007,2133040503.1064756
2036-12-01,58480.09217383861,3667871.3811431574,3472886180.92331,35396.655674650625,2220078.2439140873,2705451749.712933,20630.255068147413,1293929.5978742058,2134334432.7043498
2037-01-01,58102.25449420988,3644173.401876844,3476530354.3251867,35163.25576767745,2205439.40174873,2707657189.1146817,20472.125205128523,1284011.6928656609,2135618444.3972154
2037-02-01,57757.468635554236,3622548.4328219616,3480152902.7580085,34920.90993305394,2190239.471001143,2709847428.585683,20320.823674210387,1274522.0608464754,2136892966.458062
2037-03-01,57401.16286196222,3600200.93470227,3483753103.692711,34692.21808355659,2175895.9182006693,2712023324.5038834,20165.59598469165,1264786.18015986,2138157752.6382217
2037-04-01,57025.65747752212,3576649.2369901873,3487329752.929701,34467.991059241656,2161832.3992356365,2714185156.903119,20015.173022698906,1255351.6519836753,2139413104.2902055
2037-05-01,56732.97483234513,3558292.181484686,3490888045.1111856,34258.01873323226,2148662.9349483275,2716333819.8380675,19861.831146381795,1245734.049501066,2140658838.3397067
2037-06-01,56388.364448585795,3536678.218215301,3494424723.329401,34023.89918442631,2133978.956847218,2718467798.7949147,19723.679781755673,1237069.1959117157,2141895907.5356183
2037-07-01,56070.83773219139,3516762.942563044,3497941486.271964,33782.81308542224,2118858.036717683,2720586656.8316326,19570.20016123842,1227442.9541128736,2143123350.489731
2037-08-01,55712.0151463849,3494257.589981261,3501435743.861945,33563.06314727003,2105075.3205967764,2722691732.1522293,19420.592742079523,1218059.5767832277,2144341410.0665143
2037-09-01,55404.796525982994,3474988.8381096534,3504910732.7000546,33358.90812152121,2092270.7173818105,2724784002.8696113,19299.620953782614,1210472.2262212455,2145551882.2927356
2037-10-01,55073.29571408152,3454197.107187193,3508364929.807242,33147.88061257155,2079035.0720204876,2726863037.941632,19164.66503975422,1202007.7912933847,2146753890.084029
2037-11-01,54744.4429674726,3433571.462919881,3511798501.2701616,32942.624271858374,2066161.3943309572,2728929199.335963,19021.676102973084,1193039.5251784718,2147946929.6092076
2037-12-01,54475.940760508034,3416731.004499064,3515215232.2746606,32719.6793321629,2052178.2877132571,2730981377.623676,18883.85419940911,1184395.3353869393,2149131324.9445944
2038-01-01,54136.464136892864,3395439.0306659206,3518610671.3053265,32526.845219932573,2040083.732194171,2733021461.35587,18750.248279225165,1176015.5720730023,2150307340.5166674
2038-02-01,53866.26160833244,3378491.9280746104,3521989163.2334013,32332.990014915078,2027925.1337354737,2735049386.4896054,18629.588658554723,1168447.8006645523,2151475788.317332
2038-03-01,53534.853430265524,3357706.0071462537,3525346869.2405477,32136.879031215158,2015625.0528378147,2737065011.5424433,18514.838264895938,1161250.655974273,2152637038.973306
2038-04-01,53203.7027974581,3336936.239456572,3528683805.4800043,31930.011810581847,2002650.3407596934,2739067661.883203,18386.33443549397,1153190.8957941816,2153790229.8691006
2038-05-01,52939.983096909484,3320395.739838163,3532004201.2198424,31746.747711797423,1991156.0164839344,2741058817.899687,18245.788259685047,1144375.839647446,2154934605.708748
2038-06-01,52622.768667440236,3300500.0508218515,3535304701.270664,31541.37376081354,1978274.9622782252,2743037092.861965,18125.69455864369,1136843.562718132,2156071449.271466
2038-07-01,52343.21036084798,3282966.1538323853,3538587667.4244967,31353.555007526415,1966494.9700720566,2745003587.8320374,18001.372724399786,1129046.0972743544,2157200495.36874
2038-08-01,52060.963470174436,3265263.6288493406,3541852931.053346,31159.276731678037,1954309.8366108465,2746957897.6686482,17879.71685023136,1121415.840846511,2158321911.2095866
